INFO 2025-07-05 17:10:21,792 autoreload 21032 21780 Watching for file changes with StatReloader
INFO 2025-07-05 17:10:37,679 basehttp 21032 7704 "GET /api/dashboard/enquiry-distribution/ HTTP/1.1" 200 48
INFO 2025-07-05 17:10:37,682 basehttp 21032 5400 "GET /api/dashboard/recent-activities/ HTTP/1.1" 200 688
INFO 2025-07-05 17:10:37,715 basehttp 21032 19808 "GET /api/dashboard/chart-data/?period=monthly&type=income HTTP/1.1" 200 315
INFO 2025-07-05 17:10:37,721 basehttp 21032 22092 "GET /api/dashboard/stats/ HTTP/1.1" 200 247
INFO 2025-07-05 17:10:37,783 basehttp 21032 19808 "GET /api/dashboard/stats/ HTTP/1.1" 200 247
INFO 2025-07-05 17:10:37,789 basehttp 21032 6124 "GET /api/dashboard/booking-revenue/ HTTP/1.1" 200 491
INFO 2025-07-05 17:10:37,809 basehttp 21032 5400 "GET /api/dashboard/chart-data/?period=monthly&type=income HTTP/1.1" 200 315
INFO 2025-07-05 17:10:37,850 basehttp 21032 19808 "GET /api/dashboard/booking-revenue/ HTTP/1.1" 200 491
INFO 2025-07-07 11:02:12,842 autoreload 11992 14564 Watching for file changes with StatReloader
INFO 2025-07-07 11:02:45,381 basehttp 11992 10500 "OPTIONS /api/auth/login/ HTTP/1.1" 200 0
INFO 2025-07-07 11:02:50,952 basehttp 11992 10500 "POST /api/auth/login/ HTTP/1.1" 200 979
INFO 2025-07-07 11:02:51,218 basehttp 11992 10500 "OPTIONS /api/auth/verify-token/ HTTP/1.1" 200 0
INFO 2025-07-07 11:02:51,235 basehttp 11992 19408 "OPTIONS /api/dashboard/stats/ HTTP/1.1" 200 0
INFO 2025-07-07 11:02:51,244 basehttp 11992 10500 "OPTIONS /api/dashboard/booking-revenue/ HTTP/1.1" 200 0
INFO 2025-07-07 11:02:51,257 basehttp 11992 17012 "OPTIONS /api/auth/verify-token/ HTTP/1.1" 200 0
INFO 2025-07-07 11:02:51,278 basehttp 11992 10500 "OPTIONS /api/dashboard/recent-activities/ HTTP/1.1" 200 0
INFO 2025-07-07 11:02:51,281 basehttp 11992 12220 "OPTIONS /api/auth/verify-token/ HTTP/1.1" 200 0
INFO 2025-07-07 11:02:51,293 basehttp 11992 19408 "OPTIONS /api/dashboard/enquiry-distribution/ HTTP/1.1" 200 0
INFO 2025-07-07 11:02:51,306 basehttp 11992 2100 "OPTIONS /api/auth/verify-token/ HTTP/1.1" 200 0
INFO 2025-07-07 11:02:51,311 basehttp 11992 17012 "OPTIONS /api/dashboard/stats/ HTTP/1.1" 200 0
INFO 2025-07-07 11:02:51,323 basehttp 11992 10500 "OPTIONS /api/dashboard/chart-data/?period=monthly&type=income HTTP/1.1" 200 0
INFO 2025-07-07 11:02:51,339 basehttp 11992 12220 "OPTIONS /api/dashboard/booking-revenue/ HTTP/1.1" 200 0
INFO 2025-07-07 11:02:51,351 basehttp 11992 6396 "OPTIONS /api/dashboard/chart-data/?period=monthly&type=income HTTP/1.1" 200 0
INFO 2025-07-07 11:02:51,376 basehttp 11992 19408 "OPTIONS /api/dashboard/enquiry-distribution/ HTTP/1.1" 200 0
INFO 2025-07-07 11:02:51,385 basehttp 11992 2100 "OPTIONS /api/dashboard/recent-activities/ HTTP/1.1" 200 0
INFO 2025-07-07 11:02:51,604 basehttp 11992 10500 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:02:51,614 basehttp 11992 17012 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:02:51,676 basehttp 11992 19408 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:02:51,700 basehttp 11992 2100 "GET /api/dashboard/enquiry-distribution/ HTTP/1.1" 200 48
INFO 2025-07-07 11:02:51,932 basehttp 11992 17012 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:02:51,996 basehttp 11992 2100 "GET /api/dashboard/enquiry-distribution/ HTTP/1.1" 200 48
INFO 2025-07-07 11:02:52,021 basehttp 11992 10500 "GET /api/dashboard/recent-activities/ HTTP/1.1" 200 688
INFO 2025-07-07 11:02:52,280 basehttp 11992 2100 "GET /api/dashboard/recent-activities/ HTTP/1.1" 200 688
INFO 2025-07-07 11:02:52,435 basehttp 11992 6396 "GET /api/dashboard/stats/ HTTP/1.1" 200 247
INFO 2025-07-07 11:02:52,681 basehttp 11992 19408 "GET /api/dashboard/chart-data/?period=monthly&type=income HTTP/1.1" 200 315
INFO 2025-07-07 11:02:52,887 basehttp 11992 2100 "GET /api/dashboard/stats/ HTTP/1.1" 200 247
INFO 2025-07-07 11:02:53,001 basehttp 11992 12220 "GET /api/dashboard/booking-revenue/ HTTP/1.1" 200 491
INFO 2025-07-07 11:02:53,172 basehttp 11992 6396 "GET /api/dashboard/chart-data/?period=monthly&type=income HTTP/1.1" 200 315
INFO 2025-07-07 11:02:53,630 basehttp 11992 2100 "GET /api/dashboard/booking-revenue/ HTTP/1.1" 200 491
INFO 2025-07-07 11:02:56,923 basehttp 11992 2100 "OPTIONS /api/auth/logout/ HTTP/1.1" 200 0
WARNING 2025-07-07 11:02:57,064 log 11992 2100 Bad Request: /api/auth/logout/
WARNING 2025-07-07 11:02:57,076 basehttp 11992 2100 "POST /api/auth/logout/ HTTP/1.1" 400 25
INFO 2025-07-07 11:03:11,077 basehttp 11992 12804 "POST /api/auth/login/ HTTP/1.1" 200 886
INFO 2025-07-07 11:03:11,393 basehttp 11992 12804 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:03:11,477 basehttp 11992 19224 "GET /api/dashboard/enquiry-distribution/ HTTP/1.1" 200 2
INFO 2025-07-07 11:03:11,485 basehttp 11992 19372 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:03:11,571 basehttp 11992 12804 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:03:11,608 basehttp 11992 19224 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:03:11,717 basehttp 11992 19372 "GET /api/dashboard/recent-activities/ HTTP/1.1" 200 2
INFO 2025-07-07 11:03:11,733 basehttp 11992 12804 "GET /api/dashboard/enquiry-distribution/ HTTP/1.1" 200 2
INFO 2025-07-07 11:03:11,835 basehttp 11992 19236 "GET /api/dashboard/stats/ HTTP/1.1" 200 221
INFO 2025-07-07 11:03:11,928 basehttp 11992 19224 "GET /api/dashboard/recent-activities/ HTTP/1.1" 200 2
INFO 2025-07-07 11:03:12,013 basehttp 11992 14132 "GET /api/dashboard/chart-data/?period=monthly&type=income HTTP/1.1" 200 301
INFO 2025-07-07 11:03:12,186 basehttp 11992 12804 "GET /api/dashboard/stats/ HTTP/1.1" 200 221
INFO 2025-07-07 11:03:12,488 basehttp 11992 1804 "GET /api/dashboard/booking-revenue/ HTTP/1.1" 200 481
INFO 2025-07-07 11:03:12,545 basehttp 11992 19224 "GET /api/dashboard/chart-data/?period=monthly&type=income HTTP/1.1" 200 301
INFO 2025-07-07 11:03:13,003 basehttp 11992 12804 "GET /api/dashboard/booking-revenue/ HTTP/1.1" 200 481
INFO 2025-07-07 11:03:14,324 basehttp 11992 12804 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:03:23,281 basehttp 11992 12804 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:03:25,277 basehttp 11992 12804 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:03:25,445 basehttp 11992 19224 "OPTIONS /api/enquiries/admin/contacts/ HTTP/1.1" 200 0
INFO 2025-07-07 11:03:25,445 basehttp 11992 12804 "OPTIONS /api/enquiries/admin/contacts/ HTTP/1.1" 200 0
INFO 2025-07-07 11:03:25,482 basehttp 11992 12804 "GET /api/enquiries/admin/contacts/ HTTP/1.1" 200 100
INFO 2025-07-07 11:03:25,512 basehttp 11992 19224 "GET /api/enquiries/admin/contacts/ HTTP/1.1" 200 100
INFO 2025-07-07 11:03:26,570 basehttp 11992 19224 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:08:27,322 basehttp 11992 19872 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:13:28,207 basehttp 11992 4972 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:18:29,210 basehttp 11992 20384 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:23:30,339 basehttp 11992 21880 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:24:32,580 autoreload 11992 14564 E:\Saumata\hajjumrahservices\hajjServicesBackend\umrahServicesbackend\config\settings.py changed, reloading.
INFO 2025-07-07 11:24:37,729 autoreload 21476 22816 Watching for file changes with StatReloader
INFO 2025-07-07 11:25:31,927 autoreload 21476 22816 E:\Saumata\hajjumrahservices\hajjServicesBackend\umrahServicesbackend\config\settings.py changed, reloading.
INFO 2025-07-07 11:25:34,352 autoreload 21272 23004 Watching for file changes with StatReloader
INFO 2025-07-07 11:25:43,138 basehttp 21272 22948 "OPTIONS /api/auth/login/ HTTP/1.1" 200 0
INFO 2025-07-07 11:25:45,315 basehttp 21272 22948 "POST /api/auth/login/ HTTP/1.1" 200 979
INFO 2025-07-07 11:25:45,565 basehttp 21272 22948 "OPTIONS /api/auth/verify-token/ HTTP/1.1" 200 0
INFO 2025-07-07 11:25:45,594 basehttp 21272 22948 "OPTIONS /api/auth/verify-token/ HTTP/1.1" 200 0
INFO 2025-07-07 11:25:45,611 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:25:45,626 basehttp 21272 17400 "OPTIONS /api/dashboard/stats/ HTTP/1.1" 200 0
INFO 2025-07-07 11:25:45,627 basehttp 21272 1412 "OPTIONS /api/dashboard/chart-data/?period=monthly&type=income HTTP/1.1" 200 0
INFO 2025-07-07 11:25:45,635 basehttp 21272 8104 "OPTIONS /api/dashboard/booking-revenue/ HTTP/1.1" 200 0
INFO 2025-07-07 11:25:45,636 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:25:45,683 basehttp 21272 21304 "OPTIONS /api/dashboard/enquiry-distribution/ HTTP/1.1" 200 0
INFO 2025-07-07 11:25:45,689 basehttp 21272 23472 "OPTIONS /api/dashboard/recent-activities/ HTTP/1.1" 200 0
INFO 2025-07-07 11:25:45,741 basehttp 21272 21304 "GET /api/dashboard/enquiry-distribution/ HTTP/1.1" 200 48
INFO 2025-07-07 11:25:45,743 basehttp 21272 23472 "GET /api/dashboard/recent-activities/ HTTP/1.1" 200 688
INFO 2025-07-07 11:25:45,797 basehttp 21272 1412 "GET /api/dashboard/stats/ HTTP/1.1" 200 247
INFO 2025-07-07 11:25:45,938 basehttp 21272 17400 "GET /api/dashboard/chart-data/?period=monthly&type=income HTTP/1.1" 200 315
INFO 2025-07-07 11:25:45,959 basehttp 21272 22948 "GET /api/dashboard/booking-revenue/ HTTP/1.1" 200 491
INFO 2025-07-07 11:25:55,157 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:25:55,259 basehttp 21272 22948 "OPTIONS /api/bookings/my-quick-bookings/ HTTP/1.1" 200 0
INFO 2025-07-07 11:25:55,280 basehttp 21272 22948 "GET /api/bookings/my-quick-bookings/ HTTP/1.1" 200 1265
INFO 2025-07-07 11:25:56,681 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:25:58,873 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:25:58,924 basehttp 21272 22948 "OPTIONS /api/enquiries/admin/packages/ HTTP/1.1" 200 0
INFO 2025-07-07 11:25:58,940 basehttp 21272 22948 "GET /api/enquiries/admin/packages/ HTTP/1.1" 200 52
INFO 2025-07-07 11:26:00,495 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:26:00,517 basehttp 21272 22948 "OPTIONS /api/enquiries/admin/homepage HTTP/1.1" 200 0
WARNING 2025-07-07 11:26:00,684 log 21272 22948 Not Found: /api/enquiries/admin/homepage
WARNING 2025-07-07 11:26:00,685 basehttp 21272 22948 "GET /api/enquiries/admin/homepage HTTP/1.1" 404 8774
INFO 2025-07-07 11:26:11,766 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:26:11,890 basehttp 21272 22948 "GET /api/bookings/my-quick-bookings/ HTTP/1.1" 200 1265
INFO 2025-07-07 11:26:14,375 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:26:14,424 basehttp 21272 22948 "GET /api/enquiries/admin/packages/ HTTP/1.1" 200 52
INFO 2025-07-07 11:26:18,253 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
WARNING 2025-07-07 11:26:18,302 log 21272 22948 Not Found: /api/enquiries/admin/homepage
WARNING 2025-07-07 11:26:18,303 basehttp 21272 22948 "GET /api/enquiries/admin/homepage HTTP/1.1" 404 8774
INFO 2025-07-07 11:26:47,709 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:26:47,757 basehttp 21272 22948 "GET /api/enquiries/admin/packages/ HTTP/1.1" 200 52
INFO 2025-07-07 11:26:50,848 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:26:50,894 basehttp 21272 22948 "OPTIONS /api/auth/users/me/ HTTP/1.1" 200 0
INFO 2025-07-07 11:26:50,925 basehttp 21272 22948 "GET /api/auth/users/me/ HTTP/1.1" 200 501
INFO 2025-07-07 11:26:51,121 basehttp 21272 6188 "GET /media/company_logos/nikah1.jpg HTTP/1.1" 200 57080
INFO 2025-07-07 11:26:51,125 basehttp 21272 17480 "GET /media/profiles/HomepageImage.jpg HTTP/1.1" 200 350572
INFO 2025-07-07 11:26:53,521 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:26:53,563 basehttp 21272 17400 "OPTIONS /api/auth/certificates/ HTTP/1.1" 200 0
INFO 2025-07-07 11:26:53,572 basehttp 21272 22948 "GET /api/auth/users/me/ HTTP/1.1" 200 501
WARNING 2025-07-07 11:26:53,596 log 21272 17400 Not Found: /api/auth/certificates/
WARNING 2025-07-07 11:26:53,597 basehttp 21272 17400 "GET /api/auth/certificates/ HTTP/1.1" 404 9411
INFO 2025-07-07 11:27:03,447 basehttp 21272 17400 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:27:03,541 basehttp 21272 17400 "GET /api/auth/users/me/ HTTP/1.1" 200 501
INFO 2025-07-07 11:27:06,295 basehttp 21272 17400 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
WARNING 2025-07-07 11:27:06,346 log 21272 17400 Not Found: /api/enquiries/admin/homepage
WARNING 2025-07-07 11:27:06,347 basehttp 21272 17400 "GET /api/enquiries/admin/homepage HTTP/1.1" 404 8774
INFO 2025-07-07 11:27:15,467 basehttp 21272 17004 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:27:15,489 basehttp 21272 15740 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:27:15,688 basehttp 21272 15740 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:27:15,705 basehttp 21272 21988 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:27:15,706 basehttp 21272 17004 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:27:15,715 basehttp 21272 15740 "GET /api/dashboard/enquiry-distribution/ HTTP/1.1" 200 2
INFO 2025-07-07 11:27:15,721 basehttp 21272 3112 "POST /api/auth/verify-token/ HTTP/1.1" 200 80
INFO 2025-07-07 11:27:15,765 basehttp 21272 21988 "GET /api/dashboard/recent-activities/ HTTP/1.1" 200 2
INFO 2025-07-07 11:27:15,815 basehttp 21272 3112 "GET /api/dashboard/enquiry-distribution/ HTTP/1.1" 200 2
INFO 2025-07-07 11:27:15,882 basehttp 21272 15280 "GET /api/dashboard/stats/ HTTP/1.1" 200 221
INFO 2025-07-07 11:27:15,895 basehttp 21272 15740 "GET /api/dashboard/recent-activities/ HTTP/1.1" 200 2
INFO 2025-07-07 11:27:15,962 basehttp 21272 3112 "GET /api/dashboard/stats/ HTTP/1.1" 200 221
INFO 2025-07-07 11:27:15,972 basehttp 21272 17004 "GET /api/dashboard/chart-data/?period=monthly&type=income HTTP/1.1" 200 301
INFO 2025-07-07 11:27:16,072 basehttp 21272 15740 "GET /api/dashboard/chart-data/?period=monthly&type=income HTTP/1.1" 200 301
INFO 2025-07-07 11:27:16,078 basehttp 21272 6604 "GET /api/dashboard/booking-revenue/ HTTP/1.1" 200 481
INFO 2025-07-07 11:27:16,189 basehttp 21272 15740 "GET /api/dashboard/booking-revenue/ HTTP/1.1" 200 481
WARNING 2025-07-07 11:27:22,014 log 21272 15740 Bad Request: /api/auth/logout/
WARNING 2025-07-07 11:27:22,015 basehttp 21272 15740 "POST /api/auth/logout/ HTTP/1.1" 400 25
INFO 2025-07-07 11:27:28,249 basehttp 21272 15740 "POST /api/auth/login/ HTTP/1.1" 200 979
INFO 2025-07-07 11:27:28,486 basehttp 21272 3112 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:27:28,490 basehttp 21272 15740 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:27:28,490 basehttp 21272 17004 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:27:28,490 basehttp 21272 6604 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:27:28,575 basehttp 21272 15740 "GET /api/dashboard/enquiry-distribution/ HTTP/1.1" 200 48
INFO 2025-07-07 11:27:28,596 basehttp 21272 6604 "GET /api/dashboard/recent-activities/ HTTP/1.1" 200 688
INFO 2025-07-07 11:27:28,627 basehttp 21272 15280 "GET /api/dashboard/stats/ HTTP/1.1" 200 247
INFO 2025-07-07 11:27:28,643 basehttp 21272 17004 "GET /api/dashboard/enquiry-distribution/ HTTP/1.1" 200 48
INFO 2025-07-07 11:27:28,665 basehttp 21272 21988 "GET /api/dashboard/chart-data/?period=monthly&type=income HTTP/1.1" 200 315
INFO 2025-07-07 11:27:28,730 basehttp 21272 15740 "GET /api/dashboard/recent-activities/ HTTP/1.1" 200 688
INFO 2025-07-07 11:27:28,765 basehttp 21272 6604 "GET /api/dashboard/stats/ HTTP/1.1" 200 247
INFO 2025-07-07 11:27:28,781 basehttp 21272 3112 "GET /api/dashboard/booking-revenue/ HTTP/1.1" 200 491
INFO 2025-07-07 11:27:28,790 basehttp 21272 17004 "GET /api/dashboard/chart-data/?period=monthly&type=income HTTP/1.1" 200 315
INFO 2025-07-07 11:27:28,862 basehttp 21272 6604 "GET /api/dashboard/booking-revenue/ HTTP/1.1" 200 491
INFO 2025-07-07 11:27:30,363 basehttp 21272 6604 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:27:30,548 basehttp 21272 6604 "OPTIONS /api/enquiries/admin/homepage HTTP/1.1" 200 0
INFO 2025-07-07 11:27:30,548 basehttp 21272 17004 "OPTIONS /api/enquiries/admin/homepage HTTP/1.1" 200 0
INFO 2025-07-07 11:27:30,574 basehttp 21272 17004 "OPTIONS /api/enquiries/admin/homepage/ HTTP/1.1" 200 0
INFO 2025-07-07 11:27:30,575 basehttp 21272 6604 "OPTIONS /api/enquiries/admin/homepage/ HTTP/1.1" 200 0
INFO 2025-07-07 11:27:30,596 basehttp 21272 6604 "GET /api/enquiries/admin/homepage/ HTTP/1.1" 200 52
INFO 2025-07-07 11:27:30,608 basehttp 21272 17004 "GET /api/enquiries/admin/homepage/ HTTP/1.1" 200 52
INFO 2025-07-07 11:27:40,372 basehttp 21272 17004 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:27:40,461 basehttp 21272 17004 "OPTIONS /api/auth/users/me/ HTTP/1.1" 200 0
INFO 2025-07-07 11:27:40,462 basehttp 21272 6604 "OPTIONS /api/auth/certificates/ HTTP/1.1" 200 0
INFO 2025-07-07 11:27:40,465 basehttp 21272 3112 "OPTIONS /api/auth/certificates/ HTTP/1.1" 200 0
INFO 2025-07-07 11:27:40,465 basehttp 21272 17004 "OPTIONS /api/auth/users/me/ HTTP/1.1" 200 0
WARNING 2025-07-07 11:27:40,625 log 21272 17004 Not Found: /api/auth/certificates/
WARNING 2025-07-07 11:27:40,626 basehttp 21272 17004 "GET /api/auth/certificates/ HTTP/1.1" 404 9411
INFO 2025-07-07 11:27:40,630 basehttp 21272 3112 "GET /api/auth/users/me/ HTTP/1.1" 200 501
WARNING 2025-07-07 11:27:40,636 log 21272 6604 Not Found: /api/auth/certificates/
WARNING 2025-07-07 11:27:40,637 basehttp 21272 6604 "GET /api/auth/certificates/ HTTP/1.1" 404 9411
INFO 2025-07-07 11:27:40,677 basehttp 21272 17004 "GET /api/auth/users/me/ HTTP/1.1" 200 501
INFO 2025-07-07 11:27:41,885 basehttp 21272 17004 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:27:42,108 basehttp 21272 6604 "OPTIONS /api/enquiries/admin/packages/ HTTP/1.1" 200 0
INFO 2025-07-07 11:27:42,109 basehttp 21272 17004 "OPTIONS /api/enquiries/admin/packages/ HTTP/1.1" 200 0
INFO 2025-07-07 11:27:42,121 basehttp 21272 6604 "GET /api/enquiries/admin/packages/ HTTP/1.1" 200 52
INFO 2025-07-07 11:27:42,138 basehttp 21272 17004 "GET /api/enquiries/admin/packages/ HTTP/1.1" 200 52
INFO 2025-07-07 11:27:49,209 basehttp 21272 17004 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:27:49,388 basehttp 21272 17004 "GET /api/enquiries/admin/homepage/ HTTP/1.1" 200 52
INFO 2025-07-07 11:27:49,397 basehttp 21272 6604 "GET /api/enquiries/admin/homepage/ HTTP/1.1" 200 52
INFO 2025-07-07 11:28:08,639 basehttp 21272 17400 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
WARNING 2025-07-07 11:28:08,694 log 21272 22948 Not Found: /api/auth/certificates/
INFO 2025-07-07 11:28:08,702 basehttp 21272 17400 "GET /api/auth/users/me/ HTTP/1.1" 200 501
WARNING 2025-07-07 11:28:08,703 basehttp 21272 22948 "GET /api/auth/certificates/ HTTP/1.1" 404 9411
INFO 2025-07-07 11:28:15,638 basehttp 21272 6604 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
WARNING 2025-07-07 11:28:15,761 log 21272 6604 Not Found: /api/auth/certificates/
WARNING 2025-07-07 11:28:15,762 basehttp 21272 6604 "GET /api/auth/certificates/ HTTP/1.1" 404 9411
INFO 2025-07-07 11:28:15,768 basehttp 21272 17004 "GET /api/auth/users/me/ HTTP/1.1" 200 501
WARNING 2025-07-07 11:28:15,778 log 21272 3112 Not Found: /api/auth/certificates/
WARNING 2025-07-07 11:28:15,779 basehttp 21272 3112 "GET /api/auth/certificates/ HTTP/1.1" 404 9411
INFO 2025-07-07 11:28:15,785 basehttp 21272 6604 "GET /api/auth/users/me/ HTTP/1.1" 200 501
INFO 2025-07-07 11:28:20,152 basehttp 21272 6604 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:28:20,289 basehttp 21272 6604 "GET /api/enquiries/admin/homepage/ HTTP/1.1" 200 52
INFO 2025-07-07 11:28:20,299 basehttp 21272 3112 "GET /api/enquiries/admin/homepage/ HTTP/1.1" 200 52
INFO 2025-07-07 11:28:31,203 basehttp 21272 3112 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:29:34,765 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
WARNING 2025-07-07 11:29:35,021 log 21272 22948 Not Found: /api/enquiries/admin/homepage
WARNING 2025-07-07 11:29:35,022 basehttp 21272 22948 "GET /api/enquiries/admin/homepage HTTP/1.1" 404 8774
INFO 2025-07-07 11:29:48,672 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:29:48,702 basehttp 21272 22948 "OPTIONS /api/visa/payments/my-history/ HTTP/1.1" 200 0
INFO 2025-07-07 11:29:48,750 basehttp 21272 22948 "GET /api/visa/payments/my-history/ HTTP/1.1" 200 52
INFO 2025-07-07 11:29:50,132 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:29:50,199 basehttp 21272 22948 "GET /api/enquiries/admin/packages/ HTTP/1.1" 200 52
INFO 2025-07-07 11:29:51,924 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
WARNING 2025-07-07 11:29:51,965 log 21272 22948 Not Found: /api/enquiries/admin/homepage
WARNING 2025-07-07 11:29:51,966 basehttp 21272 22948 "GET /api/enquiries/admin/homepage HTTP/1.1" 404 8774
INFO 2025-07-07 11:30:02,555 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
INFO 2025-07-07 11:30:04,806 basehttp 21272 22948 "POST /api/auth/verify-token/ HTTP/1.1" 200 87
WARNING 2025-07-07 11:30:04,899 log 21272 22948 Not Found: /api/enquiries/admin/homepage
